offset_x,offset_y,1995-07-07 00:00:00,1995-07-22 00:00:00,1995-08-13 00:00:00,1996-06-15 00:00:00,1996-07-14 00:00:00,1996-07-28 00:00:00,1996-08-22 00:00:00,1997-06-12 00:00:00,1997-07-15 00:00:00,1997-08-08 00:00:00,1998-08-16 00:00:00,1999-08-10 00:00:00,2000-08-09 00:00:00,2001-06-18 00:00:00,2001-07-26 00:00:00,2001-08-16 00:00:00,2002-08-19 00:00:00,2003-08-19 00:00:00,2004-08-16 00:00:00,2005-08-15 00:00:00,2006-06-17 00:00:00,2006-07-21 00:00:00,2006-08-15 00:00:00,2007-08-09 00:00:00,2008-08-13 00:00:00,2009-08-11 00:00:00,2010-08-14 00:00:00,2011-08-15 00:00:00,2012-08-14 00:00:00,2013-08-13 00:00:00,2014-08-16 00:00:00,2015-08-18 00:00:00,2016-07-04 00:00:00,2016-07-23 00:00:00,2016-08-16 00:00:00,2017-08-18 00:00:00,2018-08-13 00:00:00,2019-08-15 00:00:00
7614459,606464,10,40,48,11,14,23,45,12,56,39,44,64,54,5,50,62,45,34,63,27,-999,28,65,40,71,66,52,68,49,43,43,68
7614460,606514,13,44,40,11,20,34,46,8,45,35,59,41,38,13,31,40,28,32,38,38,-999,18,36,40,36,43,39,40,36,55,40,48
7614464,606511,20,40,49,18,24,41,47,15,40,26,50,50,37,15,31,38,35,44,45,42,-999,16,42,38,42,56,57,57,43,52,54,55
7614465,606464,19,47,45,10,13,51,44,9,38,59,56,55,37,3,32,41,25,32,46,64,-999,46,46,56,79,49,62,48,52,44,46,57
7614467,606509,12,39,32,9,15,33,34,11,29,31,41,47,26,3,39,47,22,53,39,34,-999,11,31,26,38,37,41,36,41,56,49,36
7614469,606464,22,53,57,15,27,33,60,11,50,53,51,60,53,2,45,43,37,43,62,50,-999,27,35,30,43,57,56,60,59,60,54,57
7614471,606505,9,35,36,17,24,23,47,10,39,39,39,47,33,1,26,36,28,26,41,34,-999,18,33,25,35,42,47,33,37,44,35,40
7614473,606465,23,44,49,16,14,54,49,17,37,49,52,49,36,3,19,41,25,29,42,56,15,8,44,49,37,52,64,52,47,59,41,47
7614475,606500,19,28,40,10,14,39,46,14,36,24,44,55,34,-999,25,43,34,36,43,43,-999,17,40,35,40,37,50,41,47,50,43,45
7614478,606498,26,43,49,13,19,50,46,11,47,52,55,59,40,4,43,49,29,29,47,58,-999,34,48,43,50,49,50,47,54,48,55,45
7614480,606463,26,40,48,10,27,31,47,14,43,59,60,56,46,3,39,47,39,40,52,48,-999,36,48,42,53,58,50,56,53,57,55,58
7614481,606495,26,49,54,14,26,37,56,15,43,43,55,64,52,1,38,47,47,41,58,52,-999,19,44,50,50,49,64,47,54,53,46,54
7614485,606465,20,55,51,8,17,44,57,14,50,36,59,46,42,3,43,52,32,33,50,50,-999,17,48,51,51,55,50,36,46,43,55,54
7614485,606491,21,21,39,9,25,29,61,13,47,36,54,54,53,1,33,58,37,40,54,59,-999,11,39,51,51,59,65,51,49,58,46,66
7614490,606464,22,20,47,13,34,51,58,11,47,59,59,48,53,4,40,57,42,29,39,56,-999,9,54,32,52,56,45,57,40,62,49,66
7614490,606486,23,47,43,10,17,47,43,10,37,63,47,50,30,3,26,44,29,36,46,44,-999,30,43,35,43,55,56,67,44,50,50,35
7614493,606484,10,40,45,16,25,36,42,15,37,41,49,47,41,4,32,40,21,35,44,42,-999,12,40,36,40,47,52,56,45,50,44,44
7614495,606464,19,28,48,7,27,39,42,13,53,30,47,65,28,1,40,50,29,37,53,52,11,25,42,26,50,51,49,44,47,58,52,45
7614497,606479,20,47,44,8,13,34,47,17,37,43,44,42,29,9,32,44,30,42,36,36,-999,21,38,33,41,40,40,35,41,45,36,43
7614500,606463,11,49,27,8,33,26,37,8,27,65,42,40,23,2,21,39,18,42,28,54,-999,-999,24,45,29,32,50,28,40,37,39,34
7614501,606476,9,45,33,14,20,32,37,17,34,43,43,52,28,1,23,40,27,38,34,34,-999,13,30,23,35,42,47,36,44,36,40,51
7614504,606465,22,32,53,9,21,23,55,15,56,58,58,59,50,10,35,49,34,40,55,27,-999,17,44,38,42,58,59,54,40,52,57,48
