File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018099_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-09,4999.0,0.0002,0.3186,"(0.0002,0.3186)",0.0726,0.0635,0.004,0.1116,0.2495,0.0554,0.0002,0.0194
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018100_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-10,4897.0,0.1838,1.0,"(0.1838,1.0)",0.6536,0.1949,0.038,0.8148,1.0,0.6491,0.1838,0.4985
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018100_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-10,4892.0,0.0002,0.4901,"(0.0002,0.4901)",0.2002,0.1163,0.0135,0.2843,0.4901,0.1968,0.0002,0.1045
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018100_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-10,4849.0,0.0002,0.3186,"(0.0002,0.3186)",0.0758,0.0654,0.0043,0.117,0.2604,0.0577,0.0002,0.0206
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018101_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-11,4933.0,0.1838,1.0,"(0.1838,1.0)",0.6536,0.1917,0.0367,0.8102,1.0,0.646,0.1838,0.5029
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018101_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-11,4926.0,0.0002,0.4961,"(0.0002,0.4961)",0.2041,0.1174,0.0138,0.29,0.4961,0.1998,0.0002,0.1086
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018101_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-11,4881.0,0.0002,0.3186,"(0.0002,0.3186)",0.0736,0.0643,0.0041,0.1137,0.254,0.0559,0.0002,0.0197
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018102_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-12,5058.0,0.1838,1.0,"(0.1838,1.0)",0.6539,0.1946,0.0379,0.8146,1.0,0.6484,0.1838,0.5011
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018102_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-12,5050.0,0.0002,0.4961,"(0.0002,0.4961)",0.1998,0.1164,0.0136,0.2834,0.4961,0.1941,0.0002,0.1049
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018102_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-12,5005.0,0.0002,0.3186,"(0.0002,0.3186)",0.0748,0.0648,0.0042,0.1157,0.2594,0.0572,0.0002,0.02
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018103_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-13,4810.0,0.1838,1.0,"(0.1838,1.0)",0.6503,0.1914,0.0366,0.8079,1.0,0.6434,0.1838,0.5005
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018103_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-13,4807.0,0.0002,0.4901,"(0.0002,0.4901)",0.2042,0.116,0.0134,0.2889,0.4901,0.2016,0.0002,0.1091
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018103_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-13,4764.0,0.0002,0.3186,"(0.0002,0.3186)",0.0761,0.0651,0.0042,0.1174,0.2604,0.0585,0.0002,0.0213
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018104_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-14,5025.0,0.1838,1.0,"(0.1838,1.0)",0.6598,0.1909,0.0364,0.8166,1.0,0.6564,0.1838,0.5099
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018104_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-14,5017.0,0.0002,0.4961,"(0.0002,0.4961)",0.2013,0.118,0.0139,0.2878,0.4961,0.1956,0.0002,0.1043
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018104_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-14,4972.0,0.0002,0.3186,"(0.0002,0.3186)",0.0719,0.0633,0.004,0.111,0.2487,0.0544,0.0002,0.0191
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018105_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-15,5027.0,0.1838,1.0,"(0.1838,1.0)",0.6538,0.1957,0.0383,0.8157,1.0,0.6486,0.1838,0.4991
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018105_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-15,5019.0,0.0002,0.4901,"(0.0002,0.4901)",0.1978,0.1161,0.0135,0.2818,0.4901,0.1933,0.0002,0.1024
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018105_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-15,4974.0,0.0002,0.3186,"(0.0002,0.3186)",0.076,0.065,0.0042,0.1174,0.2621,0.0589,0.0002,0.0207
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018106_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-16,4819.0,0.1939,1.0,"(0.1939,1.0)",0.6504,0.1928,0.0372,0.8088,1.0,0.6443,0.1939,0.4983
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018106_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-16,4813.0,0.0002,0.4961,"(0.0002,0.4961)",0.2049,0.1165,0.0136,0.2896,0.4961,0.2019,0.0002,0.1099
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018106_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-16,4769.0,0.0002,0.3186,"(0.0002,0.3186)",0.0757,0.0653,0.0043,0.1173,0.2624,0.0584,0.0002,0.0206
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018107_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-17,5053.0,0.1838,1.0,"(0.1838,1.0)",0.6589,0.1918,0.0368,0.8164,1.0,0.6554,0.1838,0.5096
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018107_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-17,5045.0,0.0002,0.4961,"(0.0002,0.4961)",0.2008,0.1174,0.0138,0.2866,0.4961,0.1949,0.0002,0.1045
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018107_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-17,5000.0,0.0002,0.3186,"(0.0002,0.3186)",0.0726,0.0635,0.004,0.1116,0.2495,0.0554,0.0002,0.0194
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018108_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-18,4896.0,0.1838,1.0,"(0.1838,1.0)",0.6537,0.1948,0.0379,0.8148,1.0,0.6497,0.1838,0.4991
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018108_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-18,4891.0,0.0002,0.4901,"(0.0002,0.4901)",0.2001,0.1163,0.0135,0.2843,0.4901,0.1967,0.0002,0.1046
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018108_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-18,4848.0,0.0002,0.3186,"(0.0002,0.3186)",0.0757,0.0654,0.0043,0.1169,0.2604,0.0577,0.0002,0.0206
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018109_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-19,4935.0,0.1838,1.0,"(0.1838,1.0)",0.6535,0.1916,0.0367,0.8101,1.0,0.6459,0.1838,0.503
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018109_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-19,4928.0,0.0002,0.4961,"(0.0002,0.4961)",0.2041,0.1174,0.0138,0.29,0.4961,0.1998,0.0002,0.1086
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018109_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-19,4883.0,0.0002,0.3186,"(0.0002,0.3186)",0.0737,0.0643,0.0041,0.1137,0.254,0.0559,0.0002,0.0197
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018110_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-20,5062.0,0.1838,1.0,"(0.1838,1.0)",0.6539,0.1945,0.0378,0.8145,1.0,0.6484,0.1838,0.5013
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018110_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-20,5054.0,0.0002,0.4961,"(0.0002,0.4961)",0.1998,0.1164,0.0136,0.2834,0.4961,0.1941,0.0002,0.1049
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018110_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-20,5009.0,0.0002,0.3186,"(0.0002,0.3186)",0.0748,0.0648,0.0042,0.1157,0.2584,0.0572,0.0002,0.02
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018111_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-21,4812.0,0.1838,1.0,"(0.1838,1.0)",0.6502,0.1914,0.0366,0.808,1.0,0.6434,0.1838,0.5006
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018111_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-21,4810.0,0.0002,0.4901,"(0.0002,0.4901)",0.2043,0.116,0.0135,0.2891,0.4901,0.2017,0.0002,0.1092
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018111_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-21,4767.0,0.0002,0.3186,"(0.0002,0.3186)",0.0761,0.0651,0.0042,0.1174,0.2604,0.0585,0.0002,0.0211
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018112_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-22,5025.0,0.1838,1.0,"(0.1838,1.0)",0.6598,0.1909,0.0364,0.8166,1.0,0.6567,0.1838,0.5099
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018112_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-22,5017.0,0.0002,0.4961,"(0.0002,0.4961)",0.2012,0.1181,0.0139,0.2878,0.4961,0.1955,0.0002,0.1042
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018112_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-22,4972.0,0.0002,0.3186,"(0.0002,0.3186)",0.0719,0.0633,0.004,0.111,0.2487,0.0544,0.0002,0.0191
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018113_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-23,5027.0,0.1838,1.0,"(0.1838,1.0)",0.6539,0.1956,0.0383,0.8157,1.0,0.6486,0.1838,0.4992
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018113_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-23,5019.0,0.0002,0.4901,"(0.0002,0.4901)",0.1978,0.1161,0.0135,0.2818,0.4901,0.1933,0.0002,0.1024
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018113_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-23,4974.0,0.0002,0.3186,"(0.0002,0.3186)",0.076,0.065,0.0042,0.1173,0.2621,0.0589,0.0002,0.0207
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018114_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-24,4815.0,0.1939,1.0,"(0.1939,1.0)",0.6504,0.1929,0.0372,0.8089,1.0,0.6443,0.1939,0.4982
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018114_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-24,4809.0,0.0002,0.4961,"(0.0002,0.4961)",0.2048,0.1165,0.0136,0.2896,0.4961,0.2018,0.0002,0.1099
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018114_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-24,4765.0,0.0002,0.3186,"(0.0002,0.3186)",0.0758,0.0653,0.0043,0.1173,0.2624,0.0584,0.0002,0.0206
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018115_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-25,5055.0,0.1838,1.0,"(0.1838,1.0)",0.659,0.1918,0.0368,0.8165,1.0,0.6559,0.1838,0.5096
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018115_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-25,5047.0,0.0002,0.4961,"(0.0002,0.4961)",0.2008,0.1174,0.0138,0.2866,0.4961,0.1949,0.0002,0.1045
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018115_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-25,5002.0,0.0002,0.3186,"(0.0002,0.3186)",0.0726,0.0635,0.004,0.1116,0.2495,0.0553,0.0002,0.0193
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018116_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-26,4898.0,0.1838,1.0,"(0.1838,1.0)",0.6537,0.1948,0.038,0.8149,1.0,0.6497,0.1838,0.4991
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018116_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-26,4893.0,0.0002,0.4901,"(0.0002,0.4901)",0.2001,0.1163,0.0135,0.2843,0.4901,0.1967,0.0002,0.1047
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018116_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-26,4850.0,0.0002,0.3186,"(0.0002,0.3186)",0.0758,0.0654,0.0043,0.117,0.2604,0.0577,0.0002,0.0205
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018117_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-27,4936.0,0.1838,1.0,"(0.1838,1.0)",0.6535,0.1916,0.0367,0.8101,1.0,0.6458,0.1838,0.5028
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018117_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-27,4929.0,0.0002,0.4961,"(0.0002,0.4961)",0.2042,0.1174,0.0138,0.29,0.4961,0.1999,0.0002,0.1086
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018117_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-27,4884.0,0.0002,0.3186,"(0.0002,0.3186)",0.0737,0.0643,0.0041,0.1137,0.254,0.0559,0.0002,0.0197
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018118_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-28,5056.0,0.1838,1.0,"(0.1838,1.0)",0.6539,0.1945,0.0378,0.8145,1.0,0.6483,0.1838,0.5011
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018118_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-28,5048.0,0.0002,0.4961,"(0.0002,0.4961)",0.1998,0.1164,0.0136,0.2834,0.4961,0.1941,0.0002,0.1049
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018118_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-28,5003.0,0.0002,0.3186,"(0.0002,0.3186)",0.0748,0.0648,0.0042,0.1158,0.2594,0.0572,0.0002,0.02
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018119_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-29,4813.0,0.1838,1.0,"(0.1838,1.0)",0.65,0.1915,0.0367,0.8079,1.0,0.6432,0.1838,0.5002
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018119_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-29,4811.0,0.0002,0.4901,"(0.0002,0.4901)",0.2042,0.1159,0.0134,0.2889,0.4901,0.2018,0.0002,0.1091
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018119_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-29,4768.0,0.0002,0.3186,"(0.0002,0.3186)",0.0762,0.0652,0.0042,0.1176,0.2604,0.0586,0.0002,0.0213
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018120_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-30,5022.0,0.1838,1.0,"(0.1838,1.0)",0.6599,0.1908,0.0364,0.8166,1.0,0.6567,0.1838,0.5099
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018120_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-30,5014.0,0.0002,0.4961,"(0.0002,0.4961)",0.2013,0.1181,0.0139,0.2881,0.4961,0.1955,0.0002,0.1043
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018120_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-04-30,4969.0,0.0002,0.3186,"(0.0002,0.3186)",0.0718,0.0633,0.004,0.1108,0.2477,0.0544,0.0002,0.019
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018121_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-01,5025.0,0.1838,1.0,"(0.1838,1.0)",0.6538,0.1957,0.0383,0.8156,1.0,0.6482,0.1838,0.4991
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018121_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-01,5017.0,0.0002,0.4901,"(0.0002,0.4901)",0.1979,0.1162,0.0135,0.2819,0.4901,0.1933,0.0002,0.1023
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018121_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-01,4972.0,0.0002,0.3186,"(0.0002,0.3186)",0.076,0.065,0.0042,0.1174,0.2624,0.059,0.0002,0.0207
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018122_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-02,4815.0,0.1939,1.0,"(0.1939,1.0)",0.6502,0.1927,0.0371,0.8086,1.0,0.6443,0.1939,0.4982
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018122_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-02,4809.0,0.0002,0.4961,"(0.0002,0.4961)",0.205,0.1164,0.0136,0.2896,0.4961,0.202,0.0002,0.1102
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018122_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-02,4765.0,0.0002,0.3186,"(0.0002,0.3186)",0.0758,0.0653,0.0043,0.1173,0.2621,0.0584,0.0002,0.0207
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018123_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-03,5052.0,0.1838,1.0,"(0.1838,1.0)",0.659,0.1918,0.0368,0.8165,1.0,0.6559,0.1838,0.5096
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018123_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-03,5044.0,0.0002,0.4961,"(0.0002,0.4961)",0.2008,0.1175,0.0138,0.2866,0.4961,0.1948,0.0002,0.1045
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018123_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-03,4999.0,0.0002,0.3186,"(0.0002,0.3186)",0.0726,0.0635,0.004,0.1116,0.2495,0.0553,0.0002,0.0194
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018124_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-04,4897.0,0.1838,1.0,"(0.1838,1.0)",0.6537,0.1949,0.038,0.8149,1.0,0.6496,0.1838,0.4991
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018124_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-04,4892.0,0.0002,0.4901,"(0.0002,0.4901)",0.2001,0.1163,0.0135,0.2843,0.4901,0.1967,0.0002,0.1047
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018124_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-04,4849.0,0.0002,0.3186,"(0.0002,0.3186)",0.0757,0.0654,0.0043,0.117,0.2604,0.0577,0.0002,0.0206
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018125_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-05,4935.0,0.1838,1.0,"(0.1838,1.0)",0.6533,0.1917,0.0368,0.8101,1.0,0.6456,0.1838,0.5025
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018125_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-05,4928.0,0.0002,0.4961,"(0.0002,0.4961)",0.2042,0.1174,0.0138,0.2901,0.4961,0.1999,0.0002,0.1086
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018125_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-05,4883.0,0.0002,0.3186,"(0.0002,0.3186)",0.0737,0.0643,0.0041,0.1138,0.254,0.056,0.0002,0.0197
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018126_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-06,5059.0,0.1838,1.0,"(0.1838,1.0)",0.654,0.1945,0.0378,0.8145,1.0,0.6484,0.1838,0.5015
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018126_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-06,5051.0,0.0002,0.4961,"(0.0002,0.4961)",0.1998,0.1164,0.0136,0.2834,0.4961,0.1941,0.0002,0.1049
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018126_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-06,5006.0,0.0002,0.3186,"(0.0002,0.3186)",0.0748,0.0648,0.0042,0.1157,0.2584,0.0572,0.0002,0.02
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_0_doy2018127_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-07,4810.0,0.1838,1.0,"(0.1838,1.0)",0.6501,0.1914,0.0366,0.8078,1.0,0.6433,0.1838,0.5003
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_1_doy2018127_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-07,4808.0,0.0002,0.4901,"(0.0002,0.4901)",0.2042,0.1159,0.0134,0.2888,0.4901,0.2017,0.0002,0.1092
SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction_2_doy2018127_aid0001,Soil_Moisture_Retrieval_Data_AM_landcover_class_fraction,aid0001,2018-05-07,4765.0,0.0002,0.3186,"(0.0002,0.3186)",0.0762,0.0651,0.0042,0.1175,0.2604,0.0586,0.0002,0.0213
